,original,item,number,answer,lemma,pos,gram,sems,rel
218,На диване лежало покрывало ярко-зеленого цвета.,На диване лежало,4,покрывало,покрывало,S,"сред,им,ед","{'сплошное покрывало': 'сплошное покрывало>покров (наружный слой)>слой (плоская часть)>составная часть>', 'постельное покрывало': 'постельное покрывало>постельные принадлежности>изделие легкой промышленности>непродовольственные товары>товар>продукт труда>постоянная сущность>', 'покрывало, накидка': 'покрывало, накидка>материал, ткань>изделие легкой промышленности>непродовольственные товары>товар>продукт труда>постоянная сущность>'}","{'сплошное покрывало': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'постельное покрывало': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'покрывало, накидка': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
219,На диване лежало покрывало ярко-зеленого цвета.,На диване лежало покрывало,5,ярко-зеленого,ярко-зеленый,A,"род,ед,полн,муж",,
220,На диване лежало покрывало ярко-зеленого цвета.,На диване лежало покрывало ярко-зеленого,6,цвета,цвет,S,"муж,род,ед","{'расцвет, процветание': 'расцвет, процветание>вершина, кульминация>этап развития>этап процесса>происходящая сущность>', 'цвет, окраска': 'цвет, окраска>физическое свойство>свойство, характеристика>абстрактная сущность>постоянная сущность>', 'цветение растения': 'цветение растения>распускание почек>изменение состояния>измениться, изменение>процесс, смена состояний>происходящая сущность>'}","{'расцвет, процветание': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'цвет, окраска': {'antonyms': ['бесцветный'], 'domains': ['цвет, окраска'], 'domain_items': ['цвет, окраска', 'цвет, окраска', 'пятно на поверхности', 'клякса', 'красный цвет', 'красный цвет', 'бордовый цвет', 'бордовый цвет', 'синий цвет', 'синий цвет', 'голубой цвет', 'голубой цвет', 'зеленый цвет', 'зеленый цвет', 'салатовый цвет', 'салатовый цвет', 'розовый цвет', 'розовый цвет', 'малиновый цвет', 'малиновый цвет', 'коричневый цвет', 'коричневый цвет', 'карий цвет', 'карий цвет', 'каштановый цвет', 'каштановый цвет', 'изумрудный цвет', 'изумрудный цвет', 'болотный цвет', 'болотный цвет', 'серый цвет', 'серый цвет', 'пепельный цвет', 'пепельный цвет', 'стальной цвет', 'стальной цвет', 'желтый цвет', 'желтый цвет', 'золотистый цвет', 'золотистый цвет', 'белый цвет', 'белый цвет', 'серебряный цвет', 'серебряный цвет', 'бежевый цвет', 'бежевый цвет', 'оранжевый цвет', 'оранжевый цвет', 'абрикосовый цвет', 'абрикосовый цвет', 'рыжий цвет', 'рыжий цвет', 'бирюзовый цвет', 'бирюзовый цвет', 'черный цвет', 'черный цвет', 'фиолетовый цвет', 'фиолетовый цвет', 'лазурный цвет', 'лазурный цвет', 'алый цвет', 'алый цвет', 'вишневый цвет', 'вишневый цвет', 'кровоподтек', 'сизый цвет', 'сизый цвет', 'опаловый цвет', 'опаловый цвет', 'оливковый цвет', 'оливковый цвет', 'персиковый цвет', 'персиковый цвет', 'цвет индиго', 'цвет индиго', 'соломенный цвет', 'соломенный цвет', 'лимонный цвет', 'лимонный цвет', 'багровый цвет', 'багровый цвет', 'потек (след)', 'кровавый цвет', 'кровавый цвет', 'солнечный зайчик', 'свекольный цвет', 'свекольный цвет', 'масть животного', 'гнедая масть', 'гнедая масть', 'бурый цвет', 'бурый цвет', 'бутылочный цвет', 'бутылочный цвет', 'песочный цвет', 'песочный цвет', 'сивая масть', 'сивая масть', 'апельсиновый цвет', 'апельсиновый цвет', 'пшеничный цвет', 'пшеничный цвет', 'огненный цвет', 'огненный цвет', 'соловая масть', 'соловая масть', 'рубиновый цвет', 'рубиновый цвет', 'сиреневый цвет', 'сиреневый цвет', 'гранатовый цвет', 'гранатовый цвет', 'морковный цвет', 'морковный цвет', 'коралловый цвет', 'коралловый цвет', 'кремовый цвет', 'кремовый цвет', 'шоколадный цвет', 'шоколадный цвет', 'защитный цвет', 'защитный цвет', 'кофейный цвет', 'кофейный цвет', 'свинцовый цвет', 'свинцовый цвет', 'янтарный цвет', 'янтарный цвет', 'цвет волос', 'русоволосый', 'русоволосый', 'белокурый', 'белокурый', 'черноволосый', 'черноволосый', 'бельмо на глазу', 'бельмо на глазу', 'разноцветный', 'разноцветный', 'бесцветный', 'бесцветный', 'бесцветный', 'оттенок цвета', 'оттенок цвета', 'небесный цвет', 'небесный цвет', 'горчичный цвет', 'горчичный цвет', 'расцветка (сочетание цветов)', 'полосатая окраска', 'полосатая окраска', 'тигровый (полосатый)', 'тигровый (полосатый)', 'белоснежный', 'белоснежный', 'бледный по окраске', 'бледный по окраске', 'яркий по цвету', 'яркий по цвету', 'румяный цвет', 'румяный цвет', 'румянец', 'румянец', 'светлый по цвету', 'светлый по цвету', 'темный по цвету', 'темный по цвету', 'белый (светлый)', 'мрачный (темный)', 'мрачный (темный)', 'цветастый', 'цветастый', 'сумрачный (охваченный сумраком)', 'сумрачный (охваченный сумраком)', 'пасмурный (хмурый и сумрачный)', 'пасмурный (хмурый и сумрачный)', 'зеленый (бледный)', 'зеленый (бледный)', 'сочный по цвету', 'сочный по цвету', 'освежить цвет', 'освежить цвет', 'блеклый (бесцветный)', 'блеклый (бесцветный)', 'смуглый', 'смуглый', 'молочный цвет', 'молочный цвет', 'жемчужный цвет', 'жемчужный цвет', 'теплый по цвету', 'теплый по цвету', 'холодный по цвету', 'холодный по цвету', 'рябой (пестрый)', 'рябой (пестрый)', 'рябиновый цвет', 'рябиновый цвет', 'веселый по цвету', 'клубничный цвет', 'клубничный цвет', 'загорелый', 'загар', 'загар', 'телесный цвет', 'телесный цвет', 'ржавый (красно-бурый)', 'ржавый (красно-бурый)', 'цвет лица', 'выцвести от времени', 'выцвести от времени', 'выцвести на солнце', 'выцвести на солнце', 'пятнистая расцветка', 'пятнистая расцветка', 'крапина, крапинка', 'кричаще яркий', 'блик света', 'белесый (тусклый и светлый до белизны)', 'белесый (тусклый и светлый до белизны)', 'бескровный, бескровно бледный', 'бескровный, бескровно бледный', 'бронзовый цвет', 'бронзовый цвет', 'веснушки на коже', 'веснушки на коже', 'одноцветный, одного цвета', 'одноцветный, одного цвета', 'горошек (крапины)', 'рисунчатый, с рисунком', 'рисунчатый, с рисунком', 'клетчатый, в клетку', 'клетчатый, в клетку', 'отметина (пятно)', 'палитра, цветовая гамма', 'палитра, цветовая гамма', 'перламутровый цвет', 'перламутровый цвет', 'ссадина', 'колорит картины', 'колорит картины', 'крап (расцветка)', 'крап (расцветка)', 'мимикрия организмов', 'седой, седовласый', 'седой, седовласый', 'рыжеволосый', 'рыжеволосый', 'цвет фона', 'родинка, родимое пятно', 'трехцветный', 'трехцветный', 'цветной (не черный и не белый)', 'цветной (не черный и не белый)', 'ажурный (сквозной, сетчатый)', 'ажурный (сквозной, сетчатый)', 'узорчатый, с узором', 'узорчатый, с узором', 'оттенить, подчеркнуть (выделить цветом)', 'цвет травы', 'цвет травы', 'многоцветный', 'многоцветный', 'точка (пятнышко)', 'точка (пятнышко)', 'темно-красный цвет', 'темно-красный цвет', 'мышиный цвет', 'мышиный цвет', 'расписной (красочный)', 'сапфировый цвет', 'сапфировый цвет', 'малахитовый цвет', 'малахитовый цвет', 'леопардовая расцветка', 'леопардовая расцветка', 'пигментное пятно', 'медный цвет', 'медный цвет', 'пиксел', 'пиксел', 'карамельный цвет', 'карамельный цвет', 'контрастность изображения', 'контрастность изображения', 'контрастность изображения', 'мраморная окраска', 'мраморная окраска', 'окрасить, придать цвет', 'пятно на коже', 'грязное пятно', 'сочетание цветов', 'засос от поцелуя', 'тень на изображении', 'резкий по цвету', 'резкий по цвету', 'бледность лица', 'бледность лица', 'металлик (цвет)', 'темно-синий цвет', 'авокадо (цвет)', 'цвет глаз'], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['палитра, цветовая гамма', 'выцвести от времени', 'изменяться в цвете', 'одноцветный, одного цвета', 'красить, покрывать краской', 'пятно на поверхности', 'сочетание цветов', 'контрастность изображения', 'освежить цвет']}, 'цветение растения': {'antonyms': [], 'domains': ['ботаника'], 'domain_items': [], 'meronyms': [], 'holonyms': ['вегетация растений'], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['цветок (часть растения)', 'отцветание растения', 'растение']}}"
221,Перед поворотом мопед затормозил и остановился.,,1,перед,перед,PR,,{'передняя часть': 'передняя часть>составная часть>'},"{'передняя часть': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['лобовое направление', 'расположение спереди']}}"
222,Перед поворотом мопед затормозил и остановился.,Перед,2,поворотом,поворот,S,"муж,твор,ед","{'перелом, переломный этап': 'перелом, переломный этап>поворот в развитии>этап развития>этап процесса>происходящая сущность>', 'повернуть, изменить положение': 'повернуть, изменить положение>переместить>принудить, заставить>обуславливать, способствовать>влиять, воздействовать>отношение между сущностями>', 'повернуть при движении': 'повернуть при движении>направить (придать, указать направление)>обуславливать, способствовать>влиять, воздействовать>отношение между сущностями>', 'повернуться (изменить положение)': 'повернуться (изменить положение)>движение, перемещение>процесс, смена состояний>происходящая сущность>', 'поворот, место поворота': 'поворот, место поворота>место в пространстве>физическая сущность>постоянная сущность>', 'поворот в развитии': 'поворот в развитии>этап развития>этап процесса>происходящая сущность>'}","{'перелом, переломный этап': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': ['перевернуться, в корне измениться'], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['переломить (резко изменить)']}, 'повернуть, изменить положение': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['навести на цель', 'положение тела, части тела', 'повернуться (изменить положение)', 'отвернуть (открыть)']}, 'повернуть при движении': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['указатель поворота', 'направление в пространстве']}, 'повернуться (изменить положение)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['повернуть, изменить положение', 'оглянуться, посмотреть назад']}, 'поворот, место поворота': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['дрифтинг (автоспорт)']}, 'поворот в развитии': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
223,Перед поворотом мопед затормозил и остановился.,Перед поворотом,3,мопед,мопед,S,"муж,им,ед","{'мопед': 'мопед>мотоцикл>мототранспортное средство>автомототранспортное средство>транспортное средство>техническое устройство>приспособление (предмет)>предмет, вещь>физический объект>физическая сущность>постоянная сущность>'}","{'мопед': {'antonyms': [], 'domains': ['автомобильный транспорт'], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
224,Перед поворотом мопед затормозил и остановился.,Перед поворотом мопед,4,затормозил,затормаживать,V,"прош,ед,изъяв,муж,сов","{'тормозить (мешать)': 'тормозить (мешать)>замедлить>изменить, сделать иным>обуславливать, способствовать>влиять, воздействовать>отношение между сущностями>', 'торможение движения': 'торможение движения>уменьшить>изменить, сделать иным>обуславливать, способствовать>влиять, воздействовать>отношение между сущностями>'}","{'тормозить (мешать)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'торможение движения': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
225,Перед поворотом мопед затормозил и остановился.,Перед поворотом мопед затормозил,5,и,и,CONJ,,,
226,Перед поворотом мопед затормозил и остановился.,Перед поворотом мопед затормозил и,6,остановился,останавливаться,V,"нп,прош,ед,изъяв,муж,сов","{'остановиться (остановить внимание)': 'остановиться (остановить внимание)>обратить внимание>выделить, отличить от остальных>различить, установить различие>определить, выяснить>узнать, получить сведения>получить в распоряжение>действие, целенаправленное действие>', 'перестать, прекратить (что-то делать)': 'перестать, прекратить (что-то делать)>действие, целенаправленное действие>', 'остановка при движении': 'остановка при движении>кончиться, прекратиться>перестать, прекратить (что-то делать)>действие, целенаправленное действие>'}","{'остановиться (остановить внимание)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': ['изложить'], 'causes': [], 'effects': [], 'related': []}, 'перестать, прекратить (что-то делать)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': ['прекратить, положить конец'], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'остановка при движении': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': ['остановить движение'], 'effects': [], 'related': []}}"
227,Я отдал последнюю монету‚ найденную в кармане.,,1,я,я,SPRO,"ед,им",,
228,Я отдал последнюю монету‚ найденную в кармане.,Я,2,отдал,отдавать,V,"пе,прош,ед,изъяв,муж,сов","{'вернуть взятое': 'вернуть взятое>отдать, дать, предоставить>действие, целенаправленное действие>', 'отдать, дать, предоставить': 'отдать, дать, предоставить>действие, целенаправленное действие>', 'дать, вручить': 'дать, вручить>выдать (дать, вручить)>отдать, дать, предоставить>действие, целенаправленное действие>'}","{'вернуть взятое': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'отдать, дать, предоставить': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'дать, вручить': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
229,Я отдал последнюю монету‚ найденную в кармане.,Я отдал,3,последнюю,последний,A,"вин,ед,полн,жен","{'последний (самый новый)': 'последний (самый новый)>последний по времени>последний по порядку>свойство, характеристика>', 'последний по порядку': 'последний по порядку>свойство, характеристика>', 'окончательный (последний, полученный в итоге)': 'окончательный (последний, полученный в итоге)>последний по порядку>свойство, характеристика>'}","{'последний (самый новый)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'последний по порядку': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'окончательный (последний, полученный в итоге)': {'antonyms': ['предварительный, неокончательный'], 'domains': ['время, продолжительность'], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
230,Я отдал последнюю монету‚ найденную в кармане.,Я отдал последнюю,4,монету,монета,S,"жен,вин,ед","{'монета': 'монета>платежное средство>финансовый инструмент>финансовый документ>документ>текст>запись (то, что записано)>постоянная сущность>'}","{'монета': {'antonyms': [], 'domains': ['нумизматика', 'экономика', 'финансовая сфера', 'денежная наличность'], 'domain_items': [], 'meronyms': ['аверс (сторона)'], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['нумизматика', 'денежная единица', 'монетный двор', 'чеканка монет', 'копилка для монет']}}"
231,Я отдал последнюю монету‚ найденную в кармане.,Я отдал последнюю монету‚,5,найденную,находить,V,"прош,вин,ед,прич,полн,жен,сов,страд,пе","{'найти, отыскать': 'найти, отыскать>заметить, обнаружить>обратить внимание>выделить, отличить от остальных>различить, установить различие>определить, выяснить>узнать, получить сведения>получить в распоряжение>действие, целенаправленное действие>', 'находить (покрыть расстояние)': 'находить (покрыть расстояние)>покрыть расстояние>преодолеть>достичь, добиться>выполнить, исполнить, осуществить>'}","{'найти, отыскать': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'находить (покрыть расстояние)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': ['идти ногами'], 'causes': [], 'effects': [], 'related': []}}"
232,Я отдал последнюю монету‚ найденную в кармане.,Я отдал последнюю монету‚ найденную,6,в,в,PR,,,
233,Я отдал последнюю монету‚ найденную в кармане.,Я отдал последнюю монету‚ найденную в,7,кармане,карман,S,"муж,пр,ед","{'карман (выемка)': 'карман (выемка)>углубление, выемка, впадина>место в пространстве>физическая сущность>постоянная сущность>', 'материальное положение': 'материальное положение>условия жизни>качество (степень ценности, пригодности)>свойство, характеристика>абстрактная сущность>постоянная сущность>', 'карман одежды': 'карман одежды>деталь одежды>физический объект>физическая сущность>постоянная сущность>'}","{'карман (выемка)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'материальное положение': {'antonyms': [], 'domains': ['финансовая сфера'], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['беднеть (становиться неимущим)', 'социальная дифференциация населения', 'доходы населения']}, 'карман одежды': {'antonyms': [], 'domains': ['мода'], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['клапан кармана', 'карманник', 'карманная кража']}}"
234,Дорога вела в глухой лес‚ петляя по склонам.,,1,дорога,дорога,S,"жен,им,ед","{'дорога (направление деятельности)': 'дорога (направление деятельности)>направление деятельности>свойство, характеристика>абстрактная сущность>постоянная сущность>', 'маршрут движения': 'маршрут движения>направление в пространстве>место в пространстве>физическая сущность>постоянная сущность>', 'автомобильная дорога': 'автомобильная дорога>дорога (путь сообщения)>пути сообщения>коммуникационная инфраструктура>система (организованное целое)>совокупность, целое>', 'дорога (путь сообщения)': 'дорога (путь сообщения)>пути сообщения>коммуникационная инфраструктура>система (организованное целое)>совокупность, целое>'}","{'дорога (направление деятельности)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['дорожное строительство']}, 'маршрут движения': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['срезать путь', 'построение маршрута', 'окружной, окольный', 'проехать, пробыть в пути', 'авиарейс', 'половина пути']}, 'автомобильная дорога': {'antonyms': ['бездорожье'], 'domains': ['автомобильный транспорт'], 'domain_items': [], 'meronyms': ['лежачий полицейский', 'дорожный перекресток', 'проезжая часть', 'бордюр дороги', 'дорожное покрытие'], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['рытвина', 'дорожный сбор', 'дорожный фонд', 'автомобильная авария', 'автостоп (путешествие)', 'дорожный знак', 'мощение дорог', 'дорожное строительство', 'автомобильная пробка', 'ухабистый, с ухабами', 'дорожное хозяйство']}, 'дорога (путь сообщения)': {'antonyms': [], 'domains': ['транспортная сфера'], 'domain_items': [], 'meronyms': ['подъем пути'], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['выбоина, ухаб', 'обочина дороги', 'пересечение дорог', 'дорожное строительство', 'мост', 'лабиринт ходов, проходов', 'перекрыть движение', 'кювет дороги']}}"
235,Дорога вела в глухой лес‚ петляя по склонам.,Дорога,2,вела,вести,V,"несов,прош,ед,изъяв,жен","{'вести, служить дорогой': 'вести, служить дорогой>служить, иметь своим назначением>обладать свойством>отношение между сущностями>', 'влечь (иметь последствием)': 'влечь (иметь последствием)>обуславливать, способствовать>влиять, воздействовать>отношение между сущностями>', 'вести, идти во главе': 'вести, идти во главе>идти ногами>двигаться на ногах>движение, перемещение>', 'прокладка линии, коммуникаций': 'прокладка линии, коммуникаций>создать (сделать существующим)>обуславливать, способствовать>влиять, воздействовать>отношение между сущностями>', 'вести (сопровождать)': 'вести (сопровождать)>сопровождать в дороге>направиться, следовать в направлении>движение, перемещение>', 'вождение транспортного средства': 'вождение транспортного средства>управление устройством>направить (придать, указать направление)>обуславливать, способствовать>влиять, воздействовать>отношение между сущностями>', 'выполнить, исполнить, осуществить': 'выполнить, исполнить, осуществить>', 'вести (двигать в определенном направлении)': 'вести (двигать в определенном направлении)>переместить>принудить, заставить>обуславливать, способствовать>влиять, воздействовать>отношение между сущностями>'}","{'вести, служить дорогой': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'влечь (иметь последствием)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'вести, идти во главе': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'прокладка линии, коммуникаций': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'вести (сопровождать)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': ['идти ногами'], 'related': []}, 'вождение транспортного средства': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': ['ехать, двигаться при помощи средств передвижения'], 'related': []}, 'выполнить, исполнить, осуществить': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': ['готовить (работать над выполнением)'], 'effects': ['исполниться, осуществиться, претвориться'], 'related': []}, 'вести (двигать в определенном направлении)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
236,Дорога вела в глухой лес‚ петляя по склонам.,Дорога вела,3,в,в,PR,,,
237,Дорога вела в глухой лес‚ петляя по склонам.,Дорога вела в,4,глухой,глухой,A,"вин,ед,полн,муж,неод","{'глухой, глухо звучащий': 'глухой, глухо звучащий>невнятный, плохо слышимый>нечеткий, неотчетливый>свойство, характеристика>', 'глухой (сплошной)': 'глухой (сплошной)>сплошной (без промежутков)>непрерывный>постоянный, неизменный>одинаковый>сходство>', 'бесчувственный, глухой': 'бесчувственный, глухой>равнодушный, безразличный>межличностные отношения>занятие, деятельность>', 'глухой, слабослышащий': 'глухой, слабослышащий>инвалид>социально незащищенные слои населения>социальный слой>социальные институты>занятие, деятельность>'}","{'глухой, глухо звучащий': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'глухой (сплошной)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'бесчувственный, глухой': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'глухой, слабослышащий': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
238,Дорога вела в глухой лес‚ петляя по склонам.,Дорога вела в глухой,5,лес,лес,S,"муж,вин,ед","{'лесной массив': 'лесной массив>территория, участок>место в пространстве>физическая сущность>постоянная сущность>', 'деловая древесина': 'деловая древесина>древесина (материал)>древесное сырье>лесопродукция>продукт производства>продукт труда>постоянная сущность>', 'лес (множество чего-н. поднятого)': 'лес (множество чего-н. поднятого)>множество, большая совокупность>количество, величина, число>свойство, характеристика>абстрактная сущность>постоянная сущность>'}","{'лесной массив': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': ['заросль', 'лесное растение', 'лесосека', 'лесонасаждение', 'опушка леса', 'поляна в лесу', 'сухостой', 'чаща (густой лес)'], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['лесное хозяйство', 'вырубка, место вырубки', 'безлесный (лишенный леса)', 'древесное растение', 'лесная наука', 'леший', 'лесной пожар', 'лесопользование', 'лесные ресурсы']}, 'деловая древесина': {'antonyms': [], 'domains': ['экономика'], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['лесовоз']}, 'лес (множество чего-н. поднятого)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
239,Дорога вела в глухой лес‚ петляя по склонам.,Дорога вела в глухой лес‚,6,петляя,петлять,V,"несов,непрош,деепр","{'извиваться, змеиться': 'извиваться, змеиться>протекать (протянуться)>протянуться в длину>простираться в пространстве>разместиться>', 'петлять (двигаться)': 'петлять (двигаться)>движение, перемещение>'}","{'извиваться, змеиться': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'петлять (двигаться)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}}"
240,Дорога вела в глухой лес‚ петляя по склонам.,Дорога вела в глухой лес‚ петляя,7,по,по,PR,,,
241,Дорога вела в глухой лес‚ петляя по склонам.,Дорога вела в глухой лес‚ петляя по,8,склонам,склон,S,"муж,дат,мн","{'закат, излет': 'закат, излет>конец во времени>промежуток времени>время, продолжительность>свойство, характеристика>абстрактная сущность>постоянная сущность>', 'склон (наклонная поверхность)': 'склон (наклонная поверхность)>наклонная поверхность>поверхность (наружная сторона)>место в пространстве>физическая сущность>постоянная сущность>'}","{'закат, излет': {'antonyms': [], 'domains': ['время, продолжительность'], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': []}, 'склон (наклонная поверхность)': {'antonyms': [], 'domains': [], 'domain_items': [], 'meronyms': [], 'holonyms': [], 'premises': [], 'conclusions': [], 'causes': [], 'effects': [], 'related': ['горка для катания', 'терраса на склоне']}}"
